"HolderAddress","Balance","PendingBalanceUpdate"
"0x03143ee031aa7bd7b6846750d066a27f18d39edd","1.38169907693E-06","No"
"0x089df29abcf12a49379dce0d2cd7027b15c2ab62","13528.4284182962","No"
"0x09fa38eba245bb68354b8950fa2fe71f02863393","1.16081342134392","No"
"0x14ad7d958ab2930863b68e7d98a7fde6ae4cd12f","8.938535943148E-05","No"
"0x154b7ae0f594745aae19d73db476a4492bd1d22c","3.16867685789E-07","No"
"0x17e0ebffe20a4aa67637a0d07f9a63fbc188316d","1.93933749E-10","No"
"0x2580f9954529853ca5ac5543ce39e9b5b1145135","60636.645050453","No"
"0x357ef9e72740e88c471f97c77d88b9cc991e8306","97.6392779502293","No"
"0x4648cc70986b17e0abf3c6fed64740de11daf34a","23994.4884817478","No"
"0x4e3e0de0bb687033a00f0570c91e3aa9fb4373da","0.00137324666390822","No"
"0x4e8ae356dbae818ffde01b77f4bca533cb316b40","2111.71534896766","No"
"0x53966fea5e5dbb5eae622ddc5a8215bd488132e3","614.161340345799","No"
"0x53ac61ee5d03c40d4d4596bdfa397282cbf9cd34","0.23912620803977","No"
"0x55557c4c2c9515d339a1f8136f9b67537ffe3333","0.000413422630235841","No"
"0x56aca122d439365b455cecb14b4a39a9d1b54621","1.679272774E-09","No"
"0x59447b551f9fb50b3990011ee45afbcfc0e62b97","7.1222993826781","No"
"0x5aa4c62b0e3010e0dc9dcd67c6a9c6b94cba909d","273.31978262753","No"
"0x5bef7c51462d99c323db79cbde8507304a63f5d9","2283.58779014624","No"
"0x5f7767a7c1a478aecd42692b6c0851da29ab2837","63945.0969637292","No"
"0x5fbd54600d10a3d2d48ce2efeff88a4d03cbe4c4","77.4345081163185","No"
"0x618ada3f9f7bc1b2f2765ba1728bec5057b3de40","0.009999999999424","No"
"0x68c60c27468295f5b3d489d661844c01426c6bdc","59.0205605983591","No"
"0x6aeaee5fd4d05a741723d752d30ee4d72690a8f7","38.3826057368044","No"
"0x6d87f65f85e608274ee54191635b68b0b7010c65","20.7013670221522","No"
"0x6fa7b23c63ecb929e80529ad2e9d765726d7ccb4","6306.07209711483","No"
"0x781c9e6f0eeedfe16329880731e25fd57fe27e13","8109.34180397555","No"
"0x7b9deffca9356a99f95759afc6e709422d845a7c","2.5100578945713E-05","No"
"0x7bda037dfdf9cd9ad261d27f489924aebbce71ac","0.000539705228908721","No"
"0x7f9d728779481da165cb0f47c478c91c62dbaa63","595.134720615725","No"
"0x847f36f2f932503b06494d052050fe4a56620007","0.374662026009473","No"
"0x884bb7b528dafb592f58c89839d40bc6982fc8e5","0.00263524771300492","No"
"0x9c6b5fdc145912dfe6ee13a667af3c5eb07cbb89","0.00231709671222226","No"
"0x9d28a103fddf92964caf374f2a4e1db97aefdb41","7.85918209872871","No"
"0x9d7254f07b4de4643b409b5971ee2888e279417f","8.20206847672784","No"
"0xabfe4d45c6381908f09ef7c501cc36e38d34c0d4","3.88970560000003","No"
"0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0.573098","No"
"0xb3d1e41f84acd0e77f83473aa62fc8560c2a3c0c","1.1660346761795E-05","No"
"0xb4418cff601ae4d592921c36673c94421052f349","1.47215596950011","No"
"0xbb5c64b929b1e60c085dcdf88dfe41c6b9dcf65b","2.8481096495E-08","No"
"0xbc373f98b0e8aaee3db4cf86c5ed1f113adf2793","0.172788","No"
"0xc0163e58648b247c143023cfb26c2baa42c9d9a9","2.5873770583161E-05","No"
"0xc08a2470f07a37dac65eb115f17e40c49689c819","897.691204019709","No"
"0xc3b66ff423d41a3ae13f4fcbf2ce7d1032f90fa1","0.000575932814294774","No"
"0xcb81d768278ec80556632845754dda33052e0c79","0.564577473363775","No"
"0xce6752022c564a8ccd92c50452086006ace16f8b","0.00391","No"
"0xd0a8aed52e80f99f7dada1e22369b707437b6b34","4.89928384E-10","No"
"0xd3fa39adffddf25016bcdf32c260dd8a71be622c","78.7287566031224","No"
"0xd4da831a1d94af96ddeab40429831d18d1c345e7","2.433301902E-09","No"
"0xd722cc9cff7359978b5f42f25c6f0b9616aeeccf","5279.22777522046","No"
"0xd825932ed393ff52169fc3fdc1428dc5e47a67ba","14368.1054959916","No"
"0xdb1ff7681c8d1d0afd71d5a63a99fc48b9c07c20","0.15548","No"
"0xde52dc1639b15e825af73472ddfbe8bc680a0e6b","0.000448940256939764","No"
"0xdebdc848c9889c305a2b8a4ff1d45f7eb69ebfb8","0.000901856371079891","No"
"0xdf9431a9f7d146e2190a949aad5241e5c31ed666","8.45210195468151","No"
"0xe53dd10d49c8072d68d48c163d9e1a219bd6852d","0.000111114638307752","No"
"0xebdeb79929056838b524470d82af1a1f856c95d0","1.274656348167E-06","No"
"0xf17a6861b117359cd300fa0c401fa5bbb0c31da2","14.941310395705","No"
"0xf30205cdc4b0f15ff9334ad6584acb36f7b6c50e","6.64183675126E-07","No"
"0xf47b295d0bf3b9d1ca56e341bffe0ae5248428f0","6.6470489851865","No"
"0xf9107317b0ff77ed5b7adea15e50514a3564002b","0.028296","No"
"0xf9c29c1f5dbb82338b03f0b2a9a88d475c6fdcdf","569.474424023462","No"
"0xfb7a51c6f6a5116ac748c1adf4d4682c3d50889e","26689.6106558848","No"
"0xfc5fb2bcfe1ae3f4c4d64c6d1d928e1074bdabde","0.019005","No"
"0xfcdc6352821b3e72a724117d5b56e275327d5fe6","0.000153591609015357","No"
